source name	characteristics[organism]	characteristics[organism part]	characteristics[strain or breed]	characteristics[genotype]	characteristics[sucrose gradient fraction]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[batch]	comment[sample description]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	factor value[sucrose gradient fraction]
PXD016403_f07_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f07	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129C;AC=PRIDE:0000524	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	P0910	Membrane vesicles separated by sucrose gradient; f07	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081777.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f07
PXD016403_f08_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f08	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT130N;AC=PRIDE:0000528	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	P0910	Membrane vesicles separated by sucrose gradient; f08	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081777.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f08
PXD016403_f09_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f09	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT130C;AC=PRIDE:0000527	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	P0910	Membrane vesicles separated by sucrose gradient; f09	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081777.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f09
PXD016403_f10_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f10	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT131N;AC=PRIDE:0000580	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	P0910	Membrane vesicles separated by sucrose gradient; f10	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081777.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f10
PXD016403_f11_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f11	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT131C;AC=PRIDE:0000581	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr8.raw	P0910	Membrane vesicles separated by sucrose gradient; f11	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081777.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f11
PXD016403_Total_membrane_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	Total_membrane	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT126;AC=PRIDE:0000516	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Total input membrane aliquot	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Total_membrane
PXD016403_f02_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f02	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT127N;AC=PRIDE:0000519	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f02	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f02
PXD016403_f03_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f03	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT127C;AC=PRIDE:0000518	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f03	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f03
PXD016403_f04_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f04	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT128N;AC=PRIDE:0000522	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f04	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f04
PXD016403_f05_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f05	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT128C;AC=PRIDE:0000521	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f05	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f05
PXD016403_f06_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f06	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129N;AC=PRIDE:0000525	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f06	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f06
PXD016403_f07_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f07	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129C;AC=PRIDE:0000524	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f07	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f07
PXD016403_f08_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f08	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT130N;AC=PRIDE:0000528	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f08	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f08
PXD016403_f09_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f09	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT130C;AC=PRIDE:0000527	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f09	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f09
PXD016403_f10_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f10	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT131N;AC=PRIDE:0000580	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f10	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f10
PXD016403_f11_rep1	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	f11	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT131C;AC=PRIDE:0000581	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190426_P0910_MR_AS_MembraneFraction_fr9.raw	P0910	Membrane vesicles separated by sucrose gradient; f11	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F081783.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	f11
PXD016403_Total_membrane_rep2	Escherichia coli	not applicable	Escherichia coli str. K-12 substr. MG1655	delta(argF-lac)U169 rprA::lacZ	Total_membrane	2	Zelda_190608_P0960_MR_AS_membranes_rep2_TMT11_fr1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT126;AC=PRIDE:0000516	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Variable	10 ppm	0.02 Da	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	1	Zelda_190608_P0960_MR_AS_membranes_rep2_TMT11_fr1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD016403/Zelda_190608_P0960_MR_AS_membranes_rep2_TMT11_fr1.raw	P0960	Total input membrane aliquot	Author metadata.csv maps IsobarQuant reporter channels to Total_membrane and f02-f11 for each biological replicate; L/H reporter suffixes map to N/C isotopologues. Two biological replicates are stated in the paper. Each labeled pool was fractionated into 12 peptide fractions. Per-run search settings verified in F083401.dat; TMT10plex uses the UNIMOD:737 labeling mass. https://doi.org/10.1128/mSystems.00808-19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Total_membrane
