source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[condition]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[digestion protocol]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sample preparation batch]	comment[original sample identifier]	comment[autosampler position]	comment[injection volume]	comment[sample role]	comment[search inclusion]	comment[sample description]	comment[replicate provenance]	comment[search parameter source]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[condition]	factor value[cells per well]
PXD053464_20230626_KK_SC_control_31	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	31	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_31	1	PXD053464_20230626_KK_SC_control_31_E3_1_14138	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_31_E3_1_14138.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_31_E3_1_14138.d.zip	not available	20230626_KK_SC_control_31	E3	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_32	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	32	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_32	1	PXD053464_20230626_KK_SC_control_32_F3_1_14139	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_32_F3_1_14139.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_32_F3_1_14139.d.zip	not available	20230626_KK_SC_control_32	F3	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_33	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	33	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_33	1	PXD053464_20230626_KK_SC_control_33_G3_1_14140	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_33_G3_1_14140.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_33_G3_1_14140.d.zip	not available	20230626_KK_SC_control_33	G3	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_35	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	35	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_35	1	PXD053464_20230626_KK_SC_control_35_A2_1_14152	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_35_A2_1_14152.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_35_A2_1_14152.d.zip	not available	20230626_KK_SC_control_35	A2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_36	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	36	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_36	1	PXD053464_20230626_KK_SC_control_36_B2_1_14153	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_36_B2_1_14153.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_36_B2_1_14153.d.zip	not available	20230626_KK_SC_control_36	B2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_37	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	37	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_37	1	PXD053464_20230626_KK_SC_control_37_C2_1_14154	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_37_C2_1_14154.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_37_C2_1_14154.d.zip	not available	20230626_KK_SC_control_37	C2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_38	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	38	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_38	1	PXD053464_20230626_KK_SC_control_38_D2_1_14155	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_38_D2_1_14155.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_38_D2_1_14155.d.zip	not available	20230626_KK_SC_control_38	D2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_39	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	39	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_39	1	PXD053464_20230626_KK_SC_control_39_E2_1_14156	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_39_E2_1_14156.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_39_E2_1_14156.d.zip	not available	20230626_KK_SC_control_39	E2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_40	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	40	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_40	1	PXD053464_20230626_KK_SC_control_40_F2_1_14157	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_40_F2_1_14157.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_40_F2_1_14157.d.zip	not available	20230626_KK_SC_control_40	F2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_41	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	41	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_41	1	PXD053464_20230626_KK_SC_control_41_G2_1_14158	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_41_G2_1_14158.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_41_G2_1_14158.d.zip	not available	20230626_KK_SC_control_41	G2	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_43	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	43	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_43	1	PXD053464_20230626_KK_SC_control_43_A1_1_14170	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_43_A1_1_14170.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_43_A1_1_14170.d.zip	not available	20230626_KK_SC_control_43	A1	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_44	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	44	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_44	1	PXD053464_20230626_KK_SC_control_44_B1_1_14171	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_44_B1_1_14171.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_44_B1_1_14171.d.zip	not available	20230626_KK_SC_control_44	B1	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
PXD053464_20230626_KK_SC_control_45	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	45	untreated for 24 hour	single cell	FACS	PXD053464_SC_control_45	1	PXD053464_20230626_KK_SC_control_45_C1_1_14172	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_control_45_C1_1_14172.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_control_45_C1_1_14172.d.zip	not available	20230626_KK_SC_control_45	C1	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, untreated for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	untreated for 24 hour	1
